family,seed,left_epoch,right_epoch,epoch_gap,left_val_accuracy,right_val_accuracy,absolute_accuracy_gap,global_CKA,within_CKA,between_CKA,within_CCA_sum_rho2,within_CCA_spectrum,top1_direction_angle_degrees,top3_mean_angle_degrees,top5_mean_angle_degrees
C1,43,8,32,24,65.07006369426752,83.13375796178345,18.063694267515928,0.6555678928976413,0.41436266372284725,0.8485001312756905,3.9529315022321514,"[0.8118503850206715, 0.778690542746739, 0.7626208542444243, 0.7568692785615988, 0.6875041696593874, 0.6185224741204646, 0.5165784006534263, 0.49187134617173744, 0.41110475739680175]",68.48896198705401,35.9182501617208,29.41998243480905
C1,43,8,64,56,65.07006369426752,88.61146496815287,23.541401273885356,0.6223837344004944,0.3417298942388274,0.836883850712926,2.935454481092508,"[0.7472391609940124, 0.713286712960082, 0.6658029754473652, 0.6209073400908532, 0.5586842286360995, 0.5200048604936591, 0.45746916205197896, 0.4077272077694191, 0.2853734797472975]",66.48697050721768,35.7283860499246,24.08342019366765
C1,43,8,100,92,65.07006369426752,89.65605095541402,24.5859872611465,0.591239358516483,0.297584311735273,0.827037777928652,2.673644735536063,"[0.7045208015408558, 0.6609328343509259, 0.6084996763482933, 0.6046212692912659, 0.5347769030089411, 0.49635298101408143, 0.4365365334581157, 0.4209353137324316, 0.3232969651415506]",60.350883646782286,37.745797604346016,27.408000746867298
C1,43,8,150,142,65.07006369426752,87.38853503184713,22.31847133757961,0.5875886659870687,0.3180677747962688,0.8182813830837821,2.820145486188709,"[0.7435783489239443, 0.6996804697268962, 0.6970258718229244, 0.6187713854419624, 0.531674902679404, 0.5004302853057365, 0.4529081554033224, 0.3507450293100694, 0.21841320162442188]",39.36300978430141,38.744530658349596,26.746345552388437
C1,43,8,200,192,65.07006369426752,85.78343949044586,20.71337579617834,0.5584794818380592,0.2750454431045364,0.794715082621748,2.59720418312859,"[0.6804955254285062, 0.6697353189973306, 0.653680222565313, 0.5806245065515967, 0.53412502562574, 0.4990564722582562, 0.4234066959925873, 0.3613833594627803, 0.2773876462571388]",65.44071156655143,48.56357507053946,25.596114808999253
C1,43,8,250,242,65.07006369426752,90.24203821656052,25.171974522293,0.5478611860608068,0.25355230235693205,0.8025271152368852,2.343403127733478,"[0.6503047373784452, 0.6148653636727451, 0.5798504343861569, 0.5659409851170545, 0.49534419249275835, 0.4823843413744753, 0.39292338676961325, 0.3709424699383738, 0.34041755275699553]",34.95919986073333,33.51335928856178,28.2011300602446
C1,43,8,300,292,65.07006369426752,91.28662420382166,26.216560509554142,0.5403803361126518,0.23182076932158457,0.8036877271934645,2.030493317308077,"[0.6280158314024884, 0.5748400183019141, 0.5404674893524898, 0.5310323457725367, 0.4816863272781552, 0.41992996071913646, 0.37973572200875316, 0.31098862150673706, 0.28683077902910575]",46.960178032405736,34.84779258845831,26.288768510245472
C1,43,16,32,16,78.52229299363057,83.13375796178345,4.611464968152873,0.8600116252902379,0.6738938910445224,0.9604572892205825,5.839932047273307,"[0.898494887680788, 0.8884089199029702, 0.8825818162770198, 0.8427807413617704, 0.8234252454801553, 0.7839517361341216, 0.7489384527850539, 0.7314806000840711, 0.6046126039434788]",22.848920414841157,25.692625234239998,20.140475154631954
C1,43,16,64,48,78.52229299363057,88.61146496815287,10.089171974522301,0.7720782918688472,0.5284901428412174,0.9069740533060393,4.7218687649196704,"[0.851958855490891, 0.804167630872554, 0.7818105166094146, 0.751247699899059, 0.7174083481915586, 0.6859189721636952, 0.6550126192347558, 0.6243755518062597, 0.608031717070131]",35.18210325562618,38.4595775723409,20.7721581590482
C1,43,16,100,84,78.52229299363057,89.65605095541402,11.133757961783445,0.7556248858550826,0.49843911701201804,0.8994555673193008,4.403142596602081,"[0.8335646277287567, 0.7743640596664522, 0.7316288932217251, 0.7181410748811793, 0.6845144135905205, 0.6550509777319212, 0.6327825590465883, 0.6236420801790725, 0.608827145605138]",34.02653190329335,40.68501294207335,23.467468616829876
C1,43,16,150,134,78.52229299363057,87.38853503184713,8.866242038216555,0.7359755575312028,0.4978568566646833,0.88258978135911,4.457374740903202,"[0.8374207709461282, 0.8058745916027892, 0.778019875896455, 0.7274207474293257, 0.7118125582296727, 0.6625816559809155, 0.6171088292371156, 0.5889624654500288, 0.5466441283800589]",60.56584760797153,37.34464018046105,23.268642789040804
C1,43,16,200,184,78.52229299363057,85.78343949044586,7.261146496815286,0.7006892251126524,0.43092301047869347,0.8625380230978993,3.953758631671328,"[0.7943116116132998, 0.7624359221230478, 0.7440155893654794, 0.6924845854269847, 0.6574158652444367, 0.6140737562991587, 0.5802782897914361, 0.5527477940176351, 0.5068430193522033]",35.95345961784542,45.35816013692644,32.24863120832777
C1,43,16,250,234,78.52229299363057,90.24203821656052,11.719745222929944,0.6940231376430497,0.4114238667939233,0.8622411623501485,3.5860848239003045,"[0.7749425392897792, 0.7505414217920043, 0.6831258337741541, 0.6491360060880693, 0.6150829124920322, 0.6094171214731007, 0.5468038101205558, 0.5077307252945527, 0.4771759490476408]",40.99121376901989,37.47463524139339,24.543345911732853
C1,43,16,300,284,78.52229299363057,91.28662420382166,12.764331210191088,0.6740691186721512,0.36668388146193415,0.8597575419861061,3.197584822304413,"[0.7481849710259842, 0.6993766931061227, 0.6448635464960577, 0.6103644203488098, 0.5855962003885208, 0.5520445498777655, 0.5137385575808124, 0.4932433074696007, 0.4531999917034536]",39.51167828757279,36.45714954519238,24.01910182018794
C1,43,32,64,32,83.13375796178345,88.61146496815287,5.477707006369428,0.8280674205226694,0.6261765578654683,0.9438351840175263,5.725762970948455,"[0.8927134322814749, 0.8669085901196375, 0.8534477002694449, 0.8345755917403009, 0.8120478829481494, 0.7857807151653539, 0.7288191595823171, 0.6961314857552016, 0.6780533093829885]",18.882577711158806,38.9477627760371,15.848426653108802
C1,43,32,100,68,83.13375796178345,89.65605095541402,6.522292993630572,0.8223056151256485,0.6216978356999052,0.9337999045385121,5.6166530302711415,"[0.8790958109711354, 0.8364020103350072, 0.825185185437644, 0.8208219447933458, 0.7983460297696608, 0.7720089813028922, 0.7350252248916856, 0.7270938706709803, 0.6980789201343363]",18.681436732655747,37.69553593443826,17.03492438860236
C1,43,32,150,118,83.13375796178345,87.38853503184713,4.254777070063682,0.7924348451930021,0.5772663723322379,0.9205571074146113,5.317907221157831,"[0.874402079699137, 0.8470096592018606, 0.8274015436458237, 0.7983804970546151, 0.7825891821646043, 0.7734565176718404, 0.7413690996448258, 0.629079618887599, 0.5982039847005997]",67.58920384834134,40.29937794135606,24.676858021936326
C1,43,32,200,168,83.13375796178345,85.78343949044586,2.6496815286624127,0.7621514059339716,0.5321508816825228,0.8974680802058174,4.747373243937326,"[0.819410291478706, 0.8142145592490629, 0.7964425121635913, 0.7547170889190198, 0.7328583140775233, 0.7279058206870758, 0.6918544003019989, 0.6082521856022148, 0.5417699561302066]",27.112805023823746,45.52573529183642,20.72472221832956
C1,43,32,250,218,83.13375796178345,90.24203821656052,7.108280254777071,0.7563991282817811,0.5014150192489963,0.9021252720604869,4.384856190635621,"[0.8316011967587488, 0.7891696091910473, 0.745994334167706, 0.7282621372463399, 0.7173841004125481, 0.6661055638774745, 0.6409982463920008, 0.5624922224855948, 0.5459128675619482]",43.47501826251017,38.617855954222314,24.98793418243095
C1,43,32,300,268,83.13375796178345,91.28662420382166,8.152866242038215,0.7435456327911015,0.46639290918884946,0.9064931868969971,4.137651421613878,"[0.7926297729451964, 0.7595310563431094, 0.737074888881431, 0.6976636869613998, 0.675045407456511, 0.6489072627514089, 0.6154075363889436, 0.6015436223397692, 0.53398494733399]",35.34160204651997,39.33853461227526,21.860183862726416
C1,43,64,100,36,88.61146496815287,89.65605095541402,1.0445859872611436,0.9552540741041285,0.8825344509838543,0.9923560237615783,8.005533744254533,"[0.9665489915814443, 0.9594909383294214, 0.9557620328124314, 0.9513028857619217, 0.9506149905315439, 0.9402744062249558, 0.9308863771722888, 0.9270525042811096, 0.90469612270786]",12.82744326348851,10.843432998443612,12.028948276876154
C1,43,64,150,86,88.61146496815287,87.38853503184713,1.2229299363057464,0.8917859908958424,0.7515567161184448,0.9706431517219203,6.720925985195975,"[0.9374789219039433, 0.9119006500135368, 0.8939878099723544, 0.8858008618917889, 0.8756665552535955, 0.8603877461392023, 0.8343788335886609, 0.8274353317032613, 0.7339910310020327]",71.45700620229285,25.45542596544136,17.929393609297144
C1,43,64,200,136,88.61146496815287,85.78343949044586,2.8280254777070155,0.8554664795169267,0.6860138496294178,0.9460956089944959,6.209385795646383,"[0.8943330509218695, 0.8879001236644726, 0.8790067420733293, 0.8448150035882982, 0.829341208272511, 0.8062552718074022, 0.798351945053484, 0.7754189174817818, 0.7472132147908502]",34.918459987474634,37.271792719148216,16.935412139715556
C1,43,64,250,186,88.61146496815287,90.24203821656052,1.630573248407643,0.8685119372765687,0.6714624470626771,0.9719302361990786,6.025311488330942,"[0.8963545963880006, 0.8719918940416407, 0.8489603585205145, 0.8309735052688673, 0.8244336769531031, 0.8036166975205181, 0.7787442787745205, 0.7656450972481011, 0.7294474997560215]",48.65037853862668,21.11219097218736,18.010052090439032
C1,43,64,300,236,88.61146496815287,91.28662420382166,2.6751592356687866,0.8695578402560058,0.674385542895347,0.9735528764406695,6.010332579667245,"[0.8760123812258758, 0.8653303695535303, 0.8432257812169861, 0.8341310953401733, 0.8217891024593691, 0.811730375465675, 0.7937240129472012, 0.7682252082895993, 0.7300154286430828]",31.88289260088773,19.37743664170625,16.80509245761486
C1,43,100,150,50,89.65605095541402,87.38853503184713,2.26751592356689,0.9193836398575386,0.8043185153477047,0.9817742906853685,7.14990155671724,"[0.9422474488494411, 0.9234226869856447, 0.9126865788917019, 0.9072520388049775, 0.897493624195946, 0.8880542314683597, 0.8786673824768957, 0.844215219704328, 0.821199098939402]",62.72202136970819,19.434291509707435,11.722678876949242
C1,43,100,200,100,89.65605095541402,85.78343949044586,3.872611464968159,0.880429149662127,0.7231554528873092,0.963917220145646,6.412464644445075,"[0.9044198488013687, 0.8935664668823302, 0.877374850767888, 0.8657703189060988, 0.8476553298235657, 0.8300475423131554, 0.8112024934619559, 0.7892686176843594, 0.7669358252195493]",24.50654314885485,38.15493339503946,15.297543857990235
C1,43,100,250,150,89.65605095541402,90.24203821656052,0.5859872611464993,0.9119298415129288,0.7671705265273234,0.9846157403526986,6.792375548955903,"[0.9163382935677129, 0.9066352054095499, 0.887138893274707, 0.8792257161650014, 0.866994035835905, 0.8590416901373463, 0.8539450109643217, 0.8422171646731345, 0.8015459383546263]",38.68928503302288,17.66174475612773,12.811357190218127
C1,43,100,300,200,89.65605095541402,91.28662420382166,1.630573248407643,0.9211781024246026,0.7864388474237911,0.9898210710066723,6.918993188008736,"[0.9181959114454392, 0.9119268057056028, 0.8980532639014441, 0.8846964532886541, 0.8740261096315357, 0.8684921720172812, 0.8609190693397312, 0.8460396691256061, 0.8245886363052455]",25.95820430494272,14.138582399855474,7.809594254991472
C1,43,150,200,50,87.38853503184713,85.78343949044586,1.605095541401269,0.8494011501245213,0.6485253573355004,0.9645102203770024,5.638444761952111,"[0.8779376647951155, 0.8654226168173742, 0.836479340151615, 0.8187426494668064, 0.8081330441958358, 0.7905651489539144, 0.7672538671555177, 0.7094228440348472, 0.6153414988975081]",60.2594271792708,30.650843764891153,23.06517544823381
C1,43,150,250,100,87.38853503184713,90.24203821656052,2.8535031847133894,0.8656307085720977,0.684312567698734,0.9684500441871375,5.934190224888102,"[0.8899839467982141, 0.8848108116444975, 0.8522587769018012, 0.824225599564443, 0.8180643039931791, 0.7996011362096279, 0.7920509025111677, 0.7229279051517841, 0.7035447352028058]",38.02946722742655,20.322693105961754,14.989458734232613
C1,43,150,300,150,87.38853503184713,91.28662420382166,3.898089171974533,0.8752446614916394,0.6849119997058726,0.9826017567349118,5.968402047931713,"[0.8804259485285374, 0.8647564707712736, 0.8363916629760365, 0.8235558620201944, 0.8218748626168756, 0.7991829447986626, 0.787658509458696, 0.7686857888354548, 0.7363407723643001]",52.95123424339427,9.42463377651543,8.920955514896033
C1,43,200,250,50,85.78343949044586,90.24203821656052,4.4585987261146585,0.8716265062213919,0.6893779173135755,0.9715548050778966,6.115385804815052,"[0.8882520781809325, 0.8828122015289421, 0.8727644070000772, 0.8464894497640189, 0.8453250019279241, 0.8162305518236193, 0.7844841560374466, 0.7669085470891378, 0.6959912250014717]",36.448809047591666,37.432058061754304,23.07809151713787
C1,43,200,300,100,85.78343949044586,91.28662420382166,5.503184713375802,0.8672292546450512,0.6819820929815131,0.9685437838663752,6.022576741930318,"[0.8761447791676014, 0.8752411288338126, 0.858013116878905, 0.8527843946381807, 0.8262374039541763, 0.8091975811639521, 0.7912678650283907, 0.7547350204328667, 0.7016220802125662]",38.909036162514624,29.905876542707336,18.373348100238786
C1,43,250,300,50,90.24203821656052,91.28662420382166,1.0445859872611436,0.9453975245494473,0.8633789816434715,0.985478001184709,7.7423534604495465,"[0.9594572545600097, 0.9506012254238723, 0.9413552504878432, 0.9367809196051755, 0.9298097487147988, 0.9180664846111751, 0.9131934951382948, 0.905710872810745, 0.890403034993201]",26.49360229755989,15.93540082548182,13.422064345576837
C1,44,4,8,4,65.2484076433121,72.0,6.751592356687894,0.8005214617731918,0.60823681858848,0.9569397793500554,5.310727178281504,"[0.9151669347251497, 0.8832817034173602, 0.8561874512143347, 0.8315687078598197, 0.8165494204171229, 0.735531241767209, 0.6781991510429227, 0.5813941390426262, 0.5125565605659981]",34.755720529151475,21.74948450122911,23.300978458227714
C1,44,4,16,12,65.2484076433121,76.53503184713375,11.286624203821646,0.7166228757742851,0.4485776799778194,0.9304688135240192,4.044067083289748,"[0.838467670770853, 0.8057922114610213, 0.7588952977106301, 0.6931295017344321, 0.6825216164235872, 0.5995733042755873, 0.5877707300092316, 0.5246382647518854, 0.4351364582126051]",24.659287290515934,37.338091157001195,25.21231240045633
C1,44,4,32,28,65.2484076433121,77.4267515923567,12.178343949044589,0.5740565719274647,0.34640990493717305,0.7796534215114549,3.2786862361846607,"[0.7874424824744959, 0.7097011869881646, 0.6858607114707594, 0.6538333182397043, 0.6213559674480804, 0.5454955971532423, 0.5017199809166536, 0.45026029082557406, 0.3448708759012356]",42.6781299484433,45.11790027335979,31.60559979143638
C1,44,4,64,60,65.2484076433121,87.92356687898089,22.675159235668787,0.6388253425552244,0.33855653814547826,0.8840215585154226,2.7009637701319966,"[0.7133670851435593, 0.6632374294329375, 0.6342344392444157, 0.5951991589385959, 0.5616351107799826, 0.4831389461974476, 0.46623810119729564, 0.38195969534280855, 0.28903893608305264]",24.89542578312231,27.41044060285631,25.748270317412118
C1,44,4,100,96,65.2484076433121,90.06369426751593,24.81528662420382,0.5990637603132779,0.2873968325515303,0.8592622630966757,2.3053720166220493,"[0.6678121332382493, 0.6298232399310971, 0.5659540772523763, 0.5606856952610155, 0.508744676511898, 0.4499298687242929, 0.4140795073526182, 0.3419404740441329, 0.28001077209142894]",26.823236100539347,29.12081524714962,24.90593893785641
C1,44,4,150,146,65.2484076433121,87.59235668789809,22.343949044585983,0.5949802722723138,0.2967640585268797,0.855272585368959,2.4157142253531765,"[0.6878351893009673, 0.6412143361571874, 0.6009165108908212, 0.5819437256171134, 0.5139613500276734, 0.496087493972125, 0.42338409996066323, 0.30724173136914873, 0.21856658340338095]",32.35224238486815,30.123708286774207,27.37746688032741
C1,44,4,200,196,65.2484076433121,87.38853503184713,22.14012738853502,0.6217060936748151,0.309098685720638,0.8899864756899097,2.5043512258090175,"[0.6999314529637815, 0.6488836807233532, 0.5795130348724266, 0.5738427047091943, 0.5246728508669019, 0.49988664339881606, 0.4095292920681189, 0.37091746290620287, 0.31273644891665625]",27.725003738843885,35.96324822999363,22.137442447691832
C1,44,4,250,246,65.2484076433121,89.55414012738854,24.30573248407643,0.5707257556958112,0.26813449611926277,0.834041350852204,2.10516050592695,"[0.6573361614697435, 0.5943684079226434, 0.5754715426692286, 0.5460443030847532, 0.4386702702187534, 0.42083226141397556, 0.3869801244860967, 0.33977417539359683, 0.23607729630142651]",34.713685411942315,40.11494160199706,26.498239331498887
C1,44,4,300,296,65.2484076433121,91.03184713375796,25.783439490445858,0.5406906043459168,0.22679155983041416,0.8216191510597564,1.8639606679717484,"[0.6018788499866335, 0.5673777398270871, 0.5254261879858356, 0.5079579660790403, 0.4536635619808606, 0.3926636007506792, 0.35875847357674406, 0.3052285476579969, 0.25263333992678694]",20.81106171479552,39.85487348648368,26.432073361264134
C1,44,8,16,8,72.0,76.53503184713375,4.535031847133752,0.7828673775733486,0.5319968852192678,0.9574038927504924,4.755158027488156,"[0.8711102048785915, 0.8415801799401584, 0.8292548146057995, 0.7796016326755313, 0.7242593217441453, 0.7014464953604878, 0.6143950887592985, 0.5911203605584044, 0.4991414921784485]",19.123382326111887,36.64033402241173,17.964050839732586
C1,44,8,32,24,72.0,77.4267515923567,5.426751592356695,0.712857245173469,0.4615509484715668,0.8793538341509777,4.187998208934365,"[0.8027489626511578, 0.7772380190923994, 0.7593109620758727, 0.7076857192341646, 0.6956443298826536, 0.6595768274894009, 0.6062103285105033, 0.5542522841824251, 0.5181428155098721]",25.746015905450527,44.218849332239444,22.5347627337491
C1,44,8,64,56,72.0,87.92356687898089,15.923566878980893,0.7112749661484215,0.4000963092885274,0.9136346055608601,3.3701993207822287,"[0.7682477363206935, 0.7351769634075911, 0.654370198964315, 0.6452167488168329, 0.6299702531908351, 0.5800235608914518, 0.5144128304033961, 0.4736108031617391, 0.41567650234181586]",32.64647701315748,35.559241471530164,27.192594803673263
C1,44,8,100,92,72.0,90.06369426751593,18.063694267515928,0.6812624283018615,0.35353594066277133,0.9044628945814992,2.9966279467337973,"[0.7358588071448621, 0.6766710191130848, 0.6466399046211961, 0.5926864919556885, 0.5727479400474609, 0.5552376735454477, 0.4573890431836192, 0.4510804249175779, 0.42288093721203274]",25.402503015645415,34.033208787625306,26.929691282333483
C1,44,8,150,142,72.0,87.59235668789809,15.59235668789809,0.6869597525236844,0.3653924217509284,0.9089661766301284,2.9922358783935996,"[0.7512604467852451, 0.6981203857451311, 0.6615317127847996, 0.5859898704551784, 0.5792004026787911, 0.5557509852413883, 0.5056985447946059, 0.3875518303703229, 0.330459540200943]",31.505383411020162,35.09869169364425,22.170183794880852
C1,44,8,200,192,72.0,87.38853503184713,15.388535031847127,0.6634149365559031,0.34868545950699453,0.8917362323336135,2.8781199790792993,"[0.7546210296641388, 0.6651364744700666, 0.6271464593400383, 0.6156029040833694, 0.5633262394782795, 0.5448025277414016, 0.47132611333501734, 0.3806562581458787, 0.33583804984480886]",25.444024926621402,40.42484172133257,23.89514807668859
C1,44,8,250,242,72.0,89.55414012738854,17.554140127388536,0.6436840400966478,0.319968058482723,0.8768342445305332,2.6547460330848915,"[0.7035908136219917, 0.6612896543168528, 0.630213510386041, 0.564579556198966, 0.5097729850172044, 0.4905915830437663, 0.4640429488843536, 0.408747031035232, 0.3514601795624525]",34.741114570003305,44.84793336898247,29.310642065598756
C1,44,8,300,292,72.0,91.03184713375796,19.031847133757964,0.6149241407331789,0.2752230722521546,0.8658606842088483,2.306953546149761,"[0.6745575633893242, 0.6148109407764979, 0.5605670225834763, 0.5410921046829978, 0.5016510970958614, 0.45946987364095804, 0.4012826508154171, 0.3602749897440778, 0.33663759784892433]",31.69592711035581,42.291961171253156,27.825201190705393
C1,44,16,32,16,76.53503184713375,77.4267515923567,0.8917197452229431,0.740424662028633,0.5235163598063938,0.8877911484250025,5.364779117997595,"[0.8709512515111579, 0.8493762978498547, 0.8438228028624274, 0.820281238782871, 0.7746843142172263, 0.7436993750177068, 0.7186336753032617, 0.6956897860102228, 0.5884229109026]",26.6245941132405,48.62252174272847,18.280206703897505
C1,44,16,64,48,76.53503184713375,87.92356687898089,11.388535031847141,0.763633245704104,0.4792788000399775,0.9298341104068134,4.324255275824261,"[0.814117953258935, 0.7746005517450899, 0.7385753911017023, 0.716556684880931, 0.6978442948226828, 0.6968488940593502, 0.6244222391317833, 0.5973892280155082, 0.532120348054593]",27.893368302151412,37.63336423970318,22.07027303056325
C1,44,16,100,84,76.53503184713375,90.06369426751593,13.528662420382176,0.7485206737551857,0.4598883975873317,0.9199764471230155,4.159042055401471,"[0.7728599436354187, 0.7458746204255241, 0.7292857781721203, 0.7040355182843007, 0.6810440748561317, 0.665705936201772, 0.6295071573498722, 0.5893894419062785, 0.5720421798296145]",19.776173467025263,39.50026015164829,23.168058870129535
C1,44,16,150,134,76.53503184713375,87.59235668789809,11.057324840764338,0.7225479035732323,0.43595008619876036,0.9041216214105166,4.139562396783772,"[0.772483347918847, 0.7590390110742707, 0.748519821349441, 0.7351588392144891, 0.7064916594401256, 0.6769541053887491, 0.5996933251545562, 0.5491691350735728, 0.49732792300204903]",33.199920774336114,35.74299566977118,20.93553444693594
C1,44,16,200,184,76.53503184713375,87.38853503184713,10.853503184713375,0.7562450740957556,0.4802431589646033,0.9243536625131612,3.9263679552308703,"[0.8082611778777704, 0.7304244231953075, 0.7122461525255678, 0.6821178438799024, 0.674844076133628, 0.6379185065759151, 0.606782999877471, 0.5961688730728919, 0.42547052606904545]",17.51551343893909,39.51690953911024,19.550672182773592
C1,44,16,250,234,76.53503184713375,89.55414012738854,13.019108280254784,0.6886894501145117,0.37749459706252025,0.8857971688813572,3.2906511557128937,"[0.739866287491103, 0.698414920727324, 0.6716202599180787, 0.6393526600095604, 0.5941738655734661, 0.5499573282093906, 0.5465254209744157, 0.5243232958867092, 0.40806792779665235]",24.78014637476133,33.06504738520028,22.656534608400804
C1,44,16,300,284,76.53503184713375,91.03184713375796,14.496815286624212,0.6674749479824776,0.3478731734403983,0.8718997690661551,3.1121225199975813,"[0.7031034048214282, 0.6592549941403699, 0.6334151662614604, 0.6259959027913224, 0.5787823703818444, 0.5553505154804972, 0.536696627867899, 0.5015318563494611, 0.4550655239173035]",25.471184927967702,44.70690915766872,24.19963370563611
C1,44,32,64,32,77.4267515923567,87.92356687898089,10.496815286624198,0.8338511445871267,0.6686955216599918,0.9242096636257799,6.067404974358342,"[0.8997103304794799, 0.8967900116065779, 0.8586389480693521, 0.8473586865996636, 0.8310337043531374, 0.8225808442130025, 0.7731028277009605, 0.7438188238702044, 0.6929687552783474]",38.36268255578553,40.56075180638379,23.142683099879843
C1,44,32,100,68,77.4267515923567,90.06369426751593,12.636942675159233,0.8361565213295561,0.6403072138544287,0.9479233981538678,5.867891392939782,"[0.8805185123688682, 0.8574670809544297, 0.8477048728550818, 0.8274134370306523, 0.814068499974543, 0.7965671403015304, 0.769934258437763, 0.7473462453513009, 0.7110276335966864]",29.672230077369072,34.18589820504383,22.942272140636266
C1,44,32,150,118,77.4267515923567,87.59235668789809,10.165605095541395,0.8161858493645822,0.5921790235761296,0.9474920599283645,5.300635511809522,"[0.8645825028800584, 0.8412032125589335, 0.8270341187583669, 0.8007044467496716, 0.7869280657198273, 0.7506297279872071, 0.7106521131067989, 0.69181766125394, 0.595027601567231]",33.74849651788596,22.904831223442926,22.80855954576581
C1,44,32,200,168,77.4267515923567,87.38853503184713,9.961783439490432,0.7342567429799163,0.5055990555298826,0.8838309949506434,4.813918576447678,"[0.8428537631997424, 0.8172836361412689, 0.7890799406951905, 0.7758202494773975, 0.7371681410850088, 0.7138028111666354, 0.7008358448623307, 0.5907850597372912, 0.5638174938611867]",35.57138495870836,47.297308827389735,19.899054113365573
C1,44,32,250,218,77.4267515923567,89.55414012738854,12.127388535031841,0.7632569159193168,0.5171400132811582,0.9072485587811936,4.581752394640758,"[0.8186054504835336, 0.7873223346330155, 0.775932906923596, 0.7532783919701213, 0.7168124685345774, 0.6906777700208476, 0.655106411547635, 0.6267441314981824, 0.5562664170571487]",25.712192807222742,48.74186485768117,20.95653351503348
